2016-05-16 14:35:38,447 INFO  [main] it.reexon.lib.security.tests.CryptoUtilsTest - setUpBeforeClass - Inizio
2016-05-16 14:35:39,367 DEBUG [main] it.reexon.lib.security.tests.CryptoUtilsTest - testGetSecretKeyStringString - Algorithm: AES - password(10): PassOrd!23
2016-05-16 14:35:39,368 DEBUG [main] it.reexon.lib.security.tests.CryptoUtilsTest - testGetSecretKeyStringString - Algorithm: AES - password(1): 껹
2016-05-16 14:35:39,369 DEBUG [main] it.reexon.lib.security.tests.CryptoUtilsTest - testGetSecretKeyStringString - Algorithm: AES - password(2): 㺠姳
2016-05-16 14:35:39,369 DEBUG [main] it.reexon.lib.security.tests.CryptoUtilsTest - testGetSecretKeyStringString - Algorithm: AES - password(3): 缱愩宪
2016-05-16 14:35:39,371 DEBUG [main] it.reexon.lib.security.tests.CryptoUtilsTest - testGetSecretKeyStringString - Algorithm: AES - password(4): 侠쓿
2016-05-16 14:35:39,371 DEBUG [main] it.reexon.lib.security.tests.CryptoUtilsTest - testGetSecretKeyStringString - Algorithm: AES - password(5): 泊㣦瞛嗷
2016-05-16 14:35:39,372 DEBUG [main] it.reexon.lib.security.tests.CryptoUtilsTest - testGetSecretKeyStringString - Algorithm: AES - password(6): 町떪䨂ᄞ氁
2016-05-16 14:35:39,372 DEBUG [main] it.reexon.lib.security.tests.CryptoUtilsTest - testGetSecretKeyStringString - Algorithm: AES - password(7): 腮㷅繯𿡉ᄮ覙
2016-05-16 14:35:39,372 DEBUG [main] it.reexon.lib.security.tests.CryptoUtilsTest - testGetSecretKeyStringString - Algorithm: AES - password(8): 䐘앂𫹿ᛰ筺鞰
2016-05-16 14:35:39,373 DEBUG [main] it.reexon.lib.security.tests.CryptoUtilsTest - testGetSecretKeyStringString - Algorithm: AES - password(9): 씏붴顖‣똱⾐㦉⃢⊻
2016-05-16 14:35:39,373 DEBUG [main] it.reexon.lib.security.tests.CryptoUtilsTest - testGetSecretKeyStringString - Algorithm: AES - password(10): 쐀䱭䙧늪헁蛖혌违꾔
